artist,song,duration_ms,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Bruno Mars,Just the Way You Are,220734,2010,85,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,Pop
Shaboozey,A Bar Song (Tipsy),171292,2024,84,0.722,0.706,9,-4.857,1,0.0292,0.072,0,0.067,0.599,80.969,Pop
The Kid LAROI,NIGHTS LIKE THIS,86984,2023,88,0.482,0.757,6,-4.586,1,0.0355,0.0137,0.0016,0.143,0.12,142.579,Pop
The Goo Goo Dolls,Iris,289533,1905,87,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97E-06,0.0942,0.497,155.925,Pop
Linkin Park,In the End,216880,1905,88,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,Pop
Hozier,Too Sweet,251424,2024,84,0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,Pop
Sabrina Carpenter,Juno,223192,2024,87,0.633,0.725,5,-4.257,1,0.0427,0.0461,0,0.205,0.64,130.504,Pop
Vance Joy,Riptide,204280,2014,85,0.483,0.731,1,-6.696,1,0.0381,0.436,0,0.151,0.484,101.654,Pop
Linkin Park,Heavy Is the Crown,167012,2024,78,0.571,0.928,4,-3.725,0,0.0453,0.00932,0,0.297,0.488,127.939,Pop
"Tito Double P, Peso Pluma",DOS DÍAS,154620,2024,88,0.745,0.513,1,-9.116,1,0.087,0.783,0,0.216,0.929,109.935,Pop
Tito Double P,EL LOKERON,146141,2024,89,0.724,0.689,7,-7.174,0,0.0524,0.573,6.77E-06,0.0922,0.936,120.208,Pop
Ariana Grande,Santa Tell Me,204093,2014,82,0.525,0.621,7,-7.364,1,0.117,0.0489,0,0.291,0.592,191.868,Pop
Bobby Helms,Jingle Bell Rock,130973,1957,80,0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,Pop
Ariana Grande,we can't be friends (wait for your love),228639,2024,86,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04E-05,0.074,0.295,115.842,Pop
"Mora, Feid",LA INOCENTE,202174,2022,78,0.757,0.789,5,-3.46,0,0.0583,0.307,0,0.0717,0.464,91.911,Latin
"Bad Bunny, Feid",PERRO NEGRO,162768,2023,84,0.911,0.778,5,-2.248,1,0.262,0.0887,2.16E-05,0.179,0.345,96.057,Latin
"Feid, Rema",BUBALU,228253,2023,68,0.781,0.786,6,-5.211,0,0.0885,0.115,5.88E-06,0.107,0.759,111.989,Latin
Bad Bunny,HACIENDO QUE ME AMAS,217769,2020,71,0.584,0.411,10,-7.147,0,0.0838,0.869,4.47E-05,0.0955,0.412,169.934,Latin
Piso 21,Tan Bonita,211998,2021,68,0.82,0.804,9,-7.226,1,0.0528,0.175,0.00215,0.064,0.844,110.982,Latin
"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,321556,2021,78,0.75,0.522,9,-7.018,1,0.0293,0.282,0,0.0743,0.601,110.427,Latin
Morat,Cómo Te Atreves,240560,2016,72,0.617,0.888,4,-4.567,1,0.0402,0.0705,0,0.162,0.771,130.97,Latin
Sebastian Yatra,Tacones Rojos,189320,2021,68,0.748,0.856,11,-3.517,0,0.0348,0.0824,0,0.142,0.927,123.031,Latin
Danny Ocean,Fuera del mercado,159849,2022,76,0.453,0.673,8,-5.649,1,0.144,0.32,0,0.131,0.266,92.06,Latin
"Bad Bunny, Bomba Estéreo",Ojitos Lindos,258299,2022,80,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34E-06,0.528,0.268,79.928,Latin
"Bad Bunny, The Marías",Otro Atardecer,244444,2022,75,0.777,0.595,2,-6.79,1,0.0375,0.59,0.00139,0.0669,0.546,108.02,Latin
Bad Bunny,Yo No Soy Celoso,230704,2022,70,0.872,0.588,0,-6.276,1,0.0492,0.275,0,0.17,0.93,142.004,Latin
Bad Bunny,Neverita,173119,2022,75,0.876,0.498,10,-7.511,1,0.0478,0.0706,0,0.143,0.428,122.016,Latin
Bad Bunny,Un Coco,196413,2022,76,0.839,0.69,11,-4.464,1,0.0615,0.207,8.33E-06,0.176,0.744,151.991,Latin
"Bad Bunny, Buscabulla",Andrea,339612,2022,74,0.797,0.616,1,-10.229,0,0.375,0.762,0.000293,0.0979,0.451,103.071,Latin
KAROL G,PROVENZA,210200,2022,71,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,Latin
"Ovy On The Drums, Beéle",Inolvidable,225812,2020,70,0.84,0.543,0,-4.941,1,0.0568,0.678,0,0.128,0.74,139.929,Latin
ROSALÍA,DESPECHÁ,157018,2022,71,0.919,0.623,7,-6.521,1,0.0992,0.184,1.63E-05,0.0609,0.775,130.037,Latin
"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",198938,2022,80,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,Latin
Kali Uchis,telepatía,160191,2020,81,0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97,Latin
HUMBE,AMOR DE CINE,262309,2021,71,0.326,0.586,6,-7.966,1,0.0605,0.531,0,0.0787,0.295,189.978,Latin
"Ñengo Flow, Bad Bunny",Gato de Noche,227013,2022,68,0.892,0.662,8,-3.894,1,0.162,0.169,1.24E-06,0.363,0.607,93.976,Latin
"Grupo Frontera, Bad Bunny",un x100to,194563,2023,75,0.569,0.724,6,-4.076,0,0.0474,0.228,0,0.27,0.562,83.118,Latin
iñigo quintero,Si No Estás,184061,2022,80,0.537,0.421,5,-8.72,1,0.0285,0.827,0,0.138,0.524,98.224,Latin
"Feid, Young Miko",CLASSY 101,195587,2023,79,0.858,0.665,11,-4.772,1,0.152,0.126,0,0.119,0.659,100.09,Latin
Polo G,Martin & Gina,132833,2020,78,0.832,0.534,1,-7.813,0,0.253,0.345,0,0.165,0.116,93.924,Arabic
"Lil Baby, 42 Dugg",We Paid (feat. 42 Dugg),181929,2020,70,0.926,0.542,1,-5.064,1,0.293,0.135,0,0.0877,0.564,135.14,Arabic
Travis Scott,SICKO MODE,312820,2018,81,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,Arabic
Lil Baby,On Me,135960,2020,70,0.856,0.564,6,-6.295,0,0.392,0.00327,0,0.134,0.483,77.972,Arabic
Polo G,Chosen 1,127200,2019,68,0.77,0.576,8,-11.845,0,0.339,0.138,0,0.08,0.364,166.162,Arabic
"24kGoldn, iann dior",Mood (feat. iann dior),140533,2021,80,0.701,0.716,7,-3.671,0,0.0361,0.174,0,0.324,0.732,91.007,Arabic
"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),195429,2020,77,0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,Arabic
"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),191701,2023,88,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,Arabic
"Lil Baby, Gunna",Drip Too Hard (Lil Baby & Gunna),145543,2018,79,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.39,112.509,Arabic
"Lil Baby, Drake",Yes Indeed,142273,2018,75,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,Arabic
"Kodak Black, XXXTENTACION",Roll in Peace (feat. XXXTENTACION),213132,2017,71,0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,Arabic
"21 Savage, Metro Boomin",No Heart,235040,2016,68,0.906,0.444,4,-8.692,0,0.384,0.136,6.44E-05,0.173,0.678,140.063,Arabic
"Polo G, Lil Tjay",Pop Out (feat. Lil Tjay),166560,2019,74,0.772,0.639,1,-7.119,1,0.467,0.15,0,0.0698,0.261,168.112,Arabic
Lil Baby,Pure Cocaine,154024,2018,77,0.964,0.487,10,-6.071,0,0.421,0.00127,6.07E-06,0.115,0.108,127.05,Arabic
21 Savage,Bank Account,220307,2017,72,0.884,0.347,8,-8.227,0,0.35,0.015,7.00E-06,0.0871,0.376,75.016,Arabic
Lil Baby,Low Down,144652,2020,72,0.962,0.619,10,-5.562,0,0.405,0.0354,0,0.083,0.154,127.956,Arabic
"Lil Baby, Gunna",Ready (feat. Gunna),213287,2018,69,0.793,0.395,1,-5.578,1,0.385,0.277,1.40E-05,0.109,0.128,76.984,Arabic
"Metro Boomin, 21 Savage",10 Freaky Girls (with 21 Savage),208293,2018,73,0.797,0.353,6,-9.931,0,0.369,0.59,0,0.102,0.0731,87.997,Arabic
Lil Baby,Freestyle,162053,2017,77,0.877,0.516,2,-5.426,0,0.0706,0.215,0,0.143,0.255,119.996,Arabic
"NLE Choppa, Roddy Ricch",Walk Em Down (feat. Roddy Ricch),173288,2020,71,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,Arabic
Lil Tjay,F.N,224000,2019,73,0.567,0.515,6,-10.265,0,0.247,0.354,0,0.078,0.321,120.1,Arabic
"Quality Control, Lil Baby, DaBaby",Baby (Lil Baby feat. DaBaby),142417,2019,72,0.97,0.463,10,-7.259,1,0.366,0.0957,0,0.151,0.46,108.003,Arabic
Gunna,back to the moon,193333,2023,69,0.767,0.662,5,-4.856,0,0.0578,0.103,0,0.123,0.259,143.943,Arabic
Gunna,fukumean,125040,2023,82,0.847,0.622,1,-6.747,0,0.0903,0.119,0,0.285,0.22,130.001,Arabic
"Lil Durk, Morgan Wallen",Stand By Me (feat. Morgan Wallen),219174,2023,68,0.71,0.701,11,-5.415,1,0.0317,0.0105,0,0.178,0.564,134.039,Arabic
"DJ Khaled, Lil Baby, Lil Durk",EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),236524,2021,70,0.477,0.727,2,-4.053,1,0.286,0.000866,0,0.108,0.227,150.062,Arabic
"Lil Durk, Lil Baby, Polo G",3 Headed Goat (feat. Lil Baby & Polo G),169532,2020,68,0.846,0.48,8,-8.618,0,0.359,0.269,0,0.0989,0.419,143.029,Arabic
Juice WRLD,Lean Wit Me,175755,2018,77,0.665,0.651,1,-5.515,1,0.156,0.0414,0,0.0896,0.237,163.935,Arabic
Juice WRLD,Robbery,240051,2019,78,0.623,0.692,2,-5.122,1,0.0504,0.328,0,0.153,0.566,79.899,Arabic
"Trippie Redd, Juice WRLD",1400 / 999 Freestyle (feat. Juice WRLD),175954,2018,69,0.823,0.572,6,-6.067,0,0.0865,0.0079,0,0.113,0.568,141.996,Arabic
Juice WRLD,Wishing Well,194621,2020,76,0.65,0.613,9,-6.13,0,0.128,0.00336,0,0.267,0.0804,149.972,Arabic
Juice WRLD,All Girls Are The Same,165820,2018,83,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,Arabic
Juice WRLD,Black & White,186945,2018,71,0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,Arabic
Asake,Lonely At The Top,157714,2023,70,0.778,0.801,6,-7.326,0,0.106,0.692,0.000155,0.0912,0.914,104.986,Arabic
Young Jonn,Stronger,141818,2024,70,0.726,0.819,8,-7.094,1,0.106,0.477,9.65E-05,0.27,0.636,110.14,Arabic
"Ayo Maff, Fireboy DML",Dealer,180594,2024,68,0.49,0.651,11,-6.259,1,0.138,0.714,7.59E-06,0.108,0.567,67.813,Arabic
"Post Malone, Young Thug",Goodbyes (feat. Young Thug),174853,2019,74,0.547,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.097,Arabic
"Future, Metro Boomin, Travis Scott, Playboi Carti",Type Shit,228267,2024,84,0.64,0.552,2,-5.679,1,0.129,0.0215,0,0.119,0.112,144.941,Arabic
"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),194787,2022,82,0.765,0.552,1,-7.524,0,0.309,0.175,0,0.193,0.492,119.476,Arabic
"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),140733,2024,81,0.882,0.764,11,-5.241,1,0.204,0.359,0,0.119,0.886,140.113,Arabic
"Asake, Wizkid",MMS,219628,2024,72,0.502,0.634,8,-3.367,0,0.144,0.677,0.0341,0.188,0.645,101.837,Arabic
"Asake, Travis Scott",Active,172598,2024,68,0.869,0.64,5,-7.677,0,0.0424,0.011,0.00119,0.0747,0.535,112.984,Arabic
"Smur Lee, ODUMODUBLVCK, Shallipopi",JUJU (feat. Shallipopi),157756,2024,71,0.897,0.719,6,-7.164,0,0.157,0.116,0.000531,0.0677,0.546,113.012,Arabic
"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),199920,2022,82,0.573,0.668,7,-4.356,0,0.0467,0.189,4.01E-05,0.109,0.145,87.973,Arabic
"FOLA, Bnxn",alone - Remix,154579,2024,68,0.578,0.52,11,-8.399,0,0.151,0.554,3.38E-06,0.124,0.425,95.865,Arabic
Rema,OZEBA,137684,2024,68,0.754,0.841,2,-4.563,1,0.0921,0.136,0,0.0903,0.838,147.989,Arabic
"Wizkid, Brent Faiyaz",Piece of My Heart (feat. Brent Faiyaz),259354,2024,77,0.737,0.648,1,-5.493,1,0.138,0.252,6.92E-06,0.105,0.746,93.2,Arabic
"Lil Baby, Gunna, Lil Uzi Vert",Life Goes On,247055,2018,72,0.716,0.541,1,-7.909,1,0.149,0.0021,0,0.115,0.387,139.978,Arabic
Wizkid,Kese (Dance),174053,2024,75,0.774,0.874,5,-5.641,0,0.0488,0.142,0.34,0.413,0.927,118.079,Arabic
One Direction,Night Changes,226600,2014,89,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,Pop
Adele,Easy On Me,224695,2021,77,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,Pop
Miley Cyrus,Wrecking Ball,221360,2013,78,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,Pop
John Legend,All of Me,269560,2013,83,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,Pop
"P!nk, Nate Ruess",Just Give Me a Reason (feat. Nate Ruess),242733,2012,83,0.778,0.547,2,-7.273,1,0.0489,0.344,0.000306,0.132,0.442,95,Pop
OneRepublic,Counting Stars,257840,2014,71,0.663,0.706,1,-4.972,0,0.0383,0.0654,0,0.115,0.474,122.013,Pop
Sia,Unstoppable,217747,2016,77,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,Pop
Coldplay,Yellow,266773,2000,89,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,Pop
Djo,End of Beginning,159246,2022,89,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,Pop
The Goo Goo Dolls,Iris,289533,1905,87,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97E-06,0.0942,0.497,155.925,Pop
Noah Kahan,Stick Season,182347,2022,87,0.664,0.5,9,-6.935,1,0.0651,0.799,0,0.0966,0.801,117.896,Pop
Bruno Mars,When I Was Your Man,213827,2012,87,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,Pop
One Direction,Story of My Life,245493,2013,86,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,Pop
Tom Odell,Another Love,244360,2013,86,0.445,0.537,4,-8.532,0,0.04,0.695,1.65E-05,0.0944,0.131,122.769,Pop
"The Chainsmokers, Coldplay",Something Just Like This,247160,2017,86,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,Pop
"Billie Eilish, Khalid",lovely (with Khalid),200186,2018,86,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,Pop
Sabrina Carpenter,Nonsense,163648,2022,86,0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,Pop
Ed Sheeran,Shape of You,233713,2017,86,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,Pop
Zach Bryan,Something in the Orange,228013,2022,85,0.369,0.192,4,-12.151,0,0.04,0.555,8.35E-06,0.0954,0.148,175.212,Pop
Bruno Mars,Just the Way You Are,220734,2010,85,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,Pop
James Arthur,Say You Won't Let Go,211467,2016,85,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,Pop
Miguel,Sure Thing,195373,2010,85,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,Pop
Ed Sheeran,Perfect,263400,2017,86,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,Pop
Coldplay,The Scientist,309600,2002,84,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46E-05,0.11,0.213,146.277,Pop
Adele,Skyfall,286480,2012,84,0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,Pop
Imagine Dragons,Thunder,187147,2017,84,0.604,0.822,0,-4.833,1,0.0438,0.00672,0.134,0.147,0.288,167.997,Pop
Taylor Swift,Lover,221307,2019,84,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58E-05,0.118,0.453,68.534,Pop
Post Malone,Circles,215280,2019,83,0.695,0.763,0,-3.497,1,0.0396,0.189,0.00242,0.0863,0.551,120.042,Pop
Conan Gray,Heather,198040,2020,83,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,Pop
Justin Bieber,Ghost,153190,2021,83,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91E-05,0.415,0.441,153.96,Pop
Maroon 5,Maps,189960,2014,83,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,Pop
Ed Sheeran,Photograph,258987,2014,84,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,Pop
Shawn Mendes,Stitches,206880,2015,82,0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,149.789,Pop
Coldplay,Fix You,295533,2005,82,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,Pop
Luke Combs,Fast Car,265493,2023,82,0.712,0.603,8,-5.52,1,0.0262,0.186,0,0.115,0.67,97.994,Pop
Lewis Capaldi,Before You Go,215107,2019,81,0.459,0.574,3,-4.857,1,0.0577,0.608,0,0.0885,0.183,111.881,Pop
Taylor Swift,Anti-Hero,200690,2022,81,0.633,0.648,4,-6.645,1,0.062,0.121,2.62E-06,0.161,0.49,96.888,Pop
Avril Lavigne,Complicated,244507,2002,81,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74E-06,0.3,0.427,77.987,Pop
Coldplay,Paradise,278719,2011,81,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,Pop
Maroon 5,Memories,189486,2021,82,0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,Pop
Ed Sheeran,Thinking out Loud,281560,2014,81,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,Pop
Train,Drops of Jupiter (Tell Me),259933,2001,80,0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.154,0.497,79.064,Pop
Dua Lipa,Dance The Night - From Barbie The Album,176579,2023,80,0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,Pop
OneRepublic,I Ain't Worried,148486,2022,79,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,Pop
P!nk,Try,247907,2012,79,0.674,0.628,2,-7.079,1,0.03,0.00144,0,0.0944,0.552,103.998,Pop
Maroon 5,This Love,206200,1905,82,0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,Pop
Lukas Graham,7 Years,237300,2016,79,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,Pop
Giveon,Heartbreak Anniversary,198371,2020,79,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02E-06,0.303,0.543,89.087,Pop
"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,202735,2021,79,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19E-05,0.0952,0.942,116.032,Pop
"Meghan Trainor, John Legend",Like I'm Gonna Lose You (feat. John Legend),225053,2015,78,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,Pop
"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,176440,2022,78,0.551,0.55,10,-5.339,1,0.0286,0.777,0,0.202,0.342,101.19,Pop
Maroon 5,She Will Be Loved - Radio Mix,259453,1905,80,0.651,0.663,0,-5.569,0,0.0281,0.228,0,0.0994,0.465,102,Pop
Niall Horan,This Town,232852,2017,78,0.677,0.401,9,-8.467,1,0.0308,0.712,0,0.116,0.195,111.825,Pop
Paul Russell,Lil Boo Thang,114234,2023,78,0.85,0.699,0,-3.292,1,0.0776,0.152,0,0.32,0.915,114.481,Pop
"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),141806,2021,78,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,Pop
"Ariana Grande, Justin Bieber",Stuck with U (with Justin Bieber),228482,2020,78,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,Pop
Bruno Mars,Marry You,230192,2010,78,0.621,0.82,10,-4.865,1,0.0367,0.332,0,0.104,0.452,144.905,Pop
Calum Scott,Dancing On My Own,260285,2018,78,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35E-05,0.0983,0.231,112.672,Pop
Halsey,Without Me,201661,2020,78,0.752,0.488,6,-7.05,1,0.0705,0.293,9.20E-06,0.0936,0.533,136.07,Pop
"Marshmello, Jonas Brothers",Leave Before You Love Me (with Jonas Brothers),154983,2021,77,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41E-06,0.118,0.637,119.976,Pop
American Authors,Best Day Of My Life,194240,2014,77,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000227,0.0558,0.536,100.012,Pop
Maroon 5,Sugar,235493,2014,78,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,Pop
"Zedd, Maren Morris, Grey",The Middle,184732,2018,76,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,Pop
Selena Gomez,Lose You To Love Me,206459,2020,76,0.516,0.342,4,-8.985,1,0.0425,0.55,0,0.21,0.0993,102.819,Pop
"Mark Ronson, Miley Cyrus",Nothing Breaks Like a Heart (feat. Miley Cyrus),217099,2019,76,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36E-06,0.418,0.244,114.066,Pop
Morgan Wallen,Last Night,163855,2023,76,0.492,0.673,6,-5.431,1,0.0347,0.413,0,0.137,0.488,203.812,Pop
Lorde,Royals,190185,2013,76,0.674,0.426,7,-9.504,1,0.122,0.12,0,0.132,0.337,84.876,Pop
Leona Lewis,Bleeding Love,262467,1905,75,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,Pop
Vanessa Carlton,A Thousand Miles,237493,2002,75,0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.161,0.268,94.931,Pop
Taylor Swift,Love Story (Taylor’s Version),235767,2021,75,0.627,0.792,2,-4.311,1,0.031,0.13,3.97E-06,0.0845,0.415,119.054,Pop
"Shawn Mendes, Camila Cabello",Señorita,190960,2019,75,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,Pop
Katy Perry,Wide Awake,220947,2012,74,0.515,0.683,5,-5.099,1,0.0371,0.0749,2.64E-06,0.392,0.572,159.878,Pop
Jason Mraz,I'm Yours,242947,2008,74,0.703,0.444,11,-9.331,1,0.0417,0.559,0,0.0973,0.712,150.96,Pop
The Calling,Wherever You Will Go,208600,1905,74,0.558,0.719,2,-5.113,1,0.0267,0.0367,0,0.115,0.371,112.027,Pop
"Gotye, Kimbra",Somebody That I Used To Know,244973,2011,74,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,Pop
Alicia Keys,Girl on Fire,224920,2012,74,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,Pop
Amy Winehouse,You Know I'm No Good,257187,1905,74,0.694,0.495,9,-14.222,1,0.0329,0.0137,0.00351,0.0644,0.799,103.375,Pop
Dean Lewis,Be Alright,196373,2018,74,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,Pop
BANNERS,Someone To You,219801,2019,74,0.52,0.903,2,-5.497,1,0.042,0.00517,0,0.254,0.652,74.988,Pop
Duncan Laurence,Arcade,183624,2019,73,0.459,0.331,9,-12.603,0,0.0421,0.817,0.00104,0.135,0.271,72.023,Pop
Rachel Platten,Fight Song,204013,2016,73,0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,Pop
Katy Perry,Teenage Dream,227741,2010,73,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34E-06,0.134,0.591,120.012,Pop
P!nk,What About Us,269600,2017,72,0.491,0.588,1,-6.177,1,0.0506,0.0281,2.01E-06,0.0906,0.193,113.608,Pop
Imagine Dragons,Demons,175200,2012,72,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.329,0.419,89.929,Pop
Forest Blakk,If You Love Her,217352,2020,72,0.286,0.445,6,-8.087,1,0.0347,0.355,0,0.114,0.278,50.827,Pop
Julia Michaels,Issues,176320,2017,72,0.728,0.415,8,-6.852,1,0.0639,0.401,0,0.0616,0.455,114.145,Pop
Lauren Daigle,You Say,274693,2018,72,0.494,0.632,5,-6.89,1,0.0342,0.682,0,0.0869,0.0797,147.873,Pop
"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),208687,2019,72,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,Pop
Beyoncé,Halo,261640,2008,71,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,Pop
"fun., Janelle Monáe",We Are Young (feat. Janelle Monáe),250627,2012,71,0.378,0.638,10,-5.576,1,0.075,0.02,7.66E-05,0.0849,0.735,184.086,Pop
Alicia Keys,No One,253813,2007,71,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85E-06,0.134,0.167,90.04,Pop
Amy Winehouse,Back To Black,240440,2006,70,0.49,0.725,10,-3.304,1,0.0392,0.123,2.68E-05,0.0983,0.335,123.28,Pop
"Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",167693,2019,70,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,Pop
Andra Day,Rise Up,253342,2015,70,0.398,0.316,1,-7.031,1,0.0368,0.805,0,0.295,0.174,118.582,Pop
Katy Perry,Part Of Me,216160,2012,70,0.666,0.922,5,-4.645,1,0.0352,0.000348,0,0.0867,0.758,130.007,Pop
Christina Perri,jar of hearts,246587,2011,69,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,Pop
Sia,Chandelier,216120,2015,69,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,Pop
Zoe Wees,Control,230880,2020,69,0.6,0.465,4,-4.951,1,0.0314,0.643,1.48E-06,0.149,0.0682,113.81,Pop
Bruno Mars,Locked out of Heaven,233478,2012,89,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,Pop
"The Weeknd, Daft Punk",Starboy,230453,2016,87,0.679,0.587,7,-7.015,1,0.276,0.141,6.35E-06,0.137,0.486,186.003,Pop
Eminem,Without Me,290320,2002,86,0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238,Pop
