artist,song,duration_ms,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
"Lil Baby, 42 Dugg",We Paid (feat. 42 Dugg),181929,2020,70,0.926,0.542,1,-5.064,1,0.293,0.135,0,0.0877,0.564,135.14,Hip-hop
"Duki, Headie One",Brindis,179556,2024,73,0.851,0.637,0,-6.149,1,0.104,0.225,0,0.227,0.616,135.055,Hip-hop
"Bad Bunny, Bryant Myers",Pa Ti,191295,2017,72,0.76,0.718,1,-3.017,1,0.232,0.348,0,0.0982,0.557,128.14,Hip-hop
"Trap Capos, Noriel, Bad Bunny, Almighty",Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,295304,2017,70,0.752,0.748,6,-3.755,1,0.0895,0.289,0,0.105,0.497,115.01,Hip-hop
"Lary Over, Anuel, Bryant Myers, Almighty, Brytiago",Tu Me Enamoraste - Remix,341135,2016,69,0.689,0.536,8,-8.861,1,0.174,0.25,0,0.169,0.349,119.967,Hip-hop
"Paulo Londra, Lenny Tavárez",Nena Maldición (feat. Lenny Tavárez),227518,2019,73,0.566,0.531,6,-6.635,1,0.0716,0.192,0,0.179,0.367,118.96,Hip-hop
Future,PUFFIN ON ZOOTIEZ,172933,2022,77,0.883,0.657,8,-5.748,1,0.305,0.0603,0,0.128,0.284,124.992,Hip-hop
Matuê,1993,127826,2024,73,0.753,0.88,11,-3.165,1,0.081,0.455,0,0.146,0.582,92.055,Hip-hop
"Meek Mill, Drake",Going Bad (feat. Drake),180522,2018,74,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,Hip-hop
"Duki, YSY A",Un Día Más,165773,2024,71,0.712,0.708,10,-5.715,0,0.247,0.404,0,0.29,0.634,96.914,Hip-hop
"Trap Capos, Noriel, Bad Bunny, Arcángel",De las 2 (feat. Bad Bunny & Arcángel),260493,2018,69,0.744,0.696,8,-5.015,0,0.117,0.71,0,0.0808,0.406,120.146,Hip-hop
"Bryant Myers, Bad Bunny",Un Ratito Mas,283121,2017,68,0.523,0.629,1,-4.058,1,0.0549,0.156,0,0.323,0.209,140.101,Hip-hop
"Lazza, Lil Baby",CANZONE D'ODIO (feat. Lil Baby),162970,2024,73,0.697,0.735,10,-4.16,0,0.0497,0.172,0,0.099,0.403,99.827,Hip-hop
"Filipe Ret, Dallass, Hunter",Deus Perdoa,137143,2023,68,0.607,0.671,4,-6.934,0,0.0863,0.403,1.31E-06,0.128,0.316,147.037,Hip-hop
Future,Solo,265996,2017,80,0.784,0.486,5,-6.497,0,0.0475,0.0538,0.497,0.101,0.0894,110.964,Hip-hop
"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],182667,2022,79,0.709,0.583,5,-5.298,0,0.204,0.138,2.97E-06,0.195,0.533,116.624,Hip-hop
"KHEA, Omar Varela, Asan",Cómo Le Digo,226101,2018,68,0.69,0.385,0,-8.444,1,0.0817,0.181,0,0.236,0.19,129.958,Hip-hop
"KayBlack, Wall Hein, AMUSIK",Maturidade,142026,2022,70,0.722,0.411,2,-9.963,0,0.387,0.509,0,0.0976,0.503,172.445,Hip-hop
"WIU, Teto",Problemas de um Milionário,144361,2024,70,0.93,0.484,2,-5.486,1,0.259,0.355,6.84E-05,0.0922,0.747,133.03,Hip-hop
Bad Bunny,BOOKER T,156430,2020,72,0.883,0.6,7,-7.188,1,0.37,0.114,7.94E-06,0.0931,0.691,113.903,Hip-hop
Travis Scott,SICKO MODE,312820,2018,81,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,Hip-hop
"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),199920,2022,82,0.573,0.668,7,-4.356,0,0.0467,0.189,4.01E-05,0.109,0.145,87.973,Hip-hop
"Revol, Ozuna, Cosculluela, Arcángel, Brytiago",Me Ama Me Odia,326937,2016,71,0.735,0.603,6,-9.474,0,0.203,0.226,3.56E-05,0.0844,0.429,135.993,Hip-hop
Youka,Hm Hm hm,131765,2024,68,0.567,0.637,9,-4.032,0,0.298,0.499,0.0346,0.235,0.882,171.264,Afrobeats
Wizkid,Kese (Dance),174053,2024,75,0.774,0.874,5,-5.641,0,0.0488,0.142,0.34,0.413,0.927,118.079,Afrobeats
"Davido, YG Marley",Awuke,172632,2024,76,0.749,0.792,5,-4.621,1,0.0402,0.308,1.63E-05,0.0712,0.903,113.981,Afrobeats
"Darkoo, Rema",Favourite Girl (with Rema),184249,2024,68,0.455,0.812,8,-3.455,1,0.211,0.372,0,0.199,0.823,100.049,Afrobeats
"Wizkid, Brent Faiyaz",Piece of My Heart (feat. Brent Faiyaz),259354,2024,77,0.737,0.648,1,-5.493,1,0.138,0.252,6.92E-06,0.105,0.746,93.2,Afrobeats
Tyla,PUSH 2 START,156826,2024,78,0.683,0.814,2,-3.505,1,0.0466,0.277,0.00826,0.0858,0.758,93.482,Afrobeats
"Bnxn, Rema",Fi Kan We Kan,161379,2024,71,0.501,0.683,6,-7.881,0,0.211,0.109,9.25E-05,0.0685,0.623,145.379,"Afrobeats,Arabic"
"Asake, Wizkid",MMS,219628,2024,72,0.502,0.634,8,-3.367,0,0.144,0.677,0.0341,0.188,0.645,101.837,Afrobeats
"Oscar Maydon, Fuerza Regida",Tu Boda,225881,2024,93,0.694,0.651,6,-6.968,1,0.0784,0.496,1.36E-05,0.0787,0.471,112.648,Latin
"Cris Mj, FloyyMenor, LOUKI",Después De La 1,177600,2024,86,0.805,0.581,6,-5.091,0,0.0601,0.0303,0.0202,0.0933,0.528,99.973,Latin
"Rauw Alejandro, Bad Bunny",Qué Pasaría...,182857,2024,82,0.833,0.563,4,-5.593,0,0.204,0.528,1.27E-05,0.139,0.343,105.008,Latin
"Danny Ocean, Kapo",Imagínate,170366,2024,76,0.779,0.737,11,-4.667,1,0.109,0.134,0,0.0974,0.445,101.923,Latin
"Natanael Cano, Uriel Gaxiola, Ganggy, Victor Mendivil",Kamikaze (feat. Victor Mendivil),248363,2024,72,0.863,0.662,4,-5.855,0,0.21,0.0843,8.45E-06,0.334,0.307,95.999,Latin
Fuerza Regida,NEL,149074,2024,88,0.69,0.482,7,-6.335,0,0.2,0.523,0.0004,0.0728,0.356,100.029,Latin
KAROL G,Si Antes Te Hubiera Conocido,195824,2024,93,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,Latin
"Blessd, Anuel AA",DEPORTIVO,218701,2024,72,0.816,0.762,0,-2.864,1,0.0565,0.534,0.000404,0.0845,0.782,90.025,Latin
"Maria Becerra, Yandel",SEXO ES LA MODA,165901,2024,74,0.848,0.718,9,-4.385,0,0.0557,0.183,1.90E-05,0.116,0.564,105.002,Latin
"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",57,298131,2024,84,0.848,0.712,1,-3.574,0,0.0981,0.221,0,0.106,0.692,91.98,Latin
"Rauw Alejandro, Romeo Santos",Khé?,206066,2024,78,0.687,0.627,7,-4.975,1,0.181,0.326,0,0.0893,0.47,155.865,Latin
"Joyce Santana, Feid",Ferxxoko,177209,2024,72,0.753,0.483,3,-6.436,0,0.273,0.0189,0,0.0681,0.826,171.831,Latin
"Duki, Myke Towers",Nueva Era,246889,2024,82,0.556,0.724,0,-3.165,1,0.119,0.267,0,0.217,0.681,101.097,Latin
FloyyMenor,PELIGROSA,136944,2024,81,0.776,0.442,6,-8.99,0,0.0575,0.319,1.31E-05,0.0723,0.838,100.021,Latin
Chino Pacas,Morena Canela,178337,2024,79,0.658,0.614,10,-6.981,1,0.0324,0.105,2.18E-05,0.092,0.465,119.893,Latin
"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,223320,2024,89,0.56,0.681,6,-6.304,0,0.244,0.103,0,0.106,0.388,155.079,Latin
Quevedo,DURO,162205,2024,76,0.707,0.719,4,-4.963,0,0.0395,0.223,2.00E-06,0.371,0.701,104.033,Latin
Junior H,PIÉNSALO,240669,2023,84,0.716,0.536,2,-7.798,0,0.0328,0.452,0,0.208,0.359,97.541,Latin
"Jasiel Nuñez, Peso Pluma",EN MI MUNDO,307565,2024,75,0.694,0.594,8,-8.39,0,0.0366,0.396,0,0.131,0.672,125.01,Latin
Shakira,Soltera,214643,2024,86,0.841,0.752,2,-4.735,1,0.105,0.167,0.00046,0.949,0.67,100.076,Latin
"Myke Towers, benny blanco",DEGENERE 👑 (feat. benny blanco),130880,2024,79,0.744,0.709,6,-5.778,0,0.284,0.0501,0,0.0847,0.712,194.055,Latin
"Maisak, Feid",SE ME OLVIDA,225373,2024,84,0.786,0.707,7,-4.386,0,0.0635,0.0399,0,0.121,0.691,82.045,Latin
Grupo Frontera,Hecha Pa' Mí,195846,2024,82,0.742,0.832,8,-4.267,1,0.0325,0.0857,0,0.296,0.716,98.582,Latin
"Myke Towers, Peso Pluma",SE TE NOTA (feat. Peso Pluma),190107,2024,72,0.773,0.616,0,-4.516,1,0.0416,0.0565,4.24E-05,0.145,0.25,104.008,Latin
Tito Double P,EL LOKERON,146141,2024,89,0.724,0.689,7,-7.174,0,0.0524,0.573,6.77E-06,0.0922,0.936,120.208,Latin
"Carin Leon, Gabito Ballesteros",Ese Vato No Te Queda,198607,2024,75,0.748,0.74,7,-3.643,0,0.0387,0.0292,0.000109,0.087,0.618,117.955,Latin
"Fuerza Regida, Luis R Conriquez",Cholo 7,157500,2024,75,0.691,0.856,6,-5.035,0,0.0536,0.2,5.09E-05,0.0876,0.713,136,Latin
HUMBE,KINTSUGI,237908,2024,80,0.373,0.464,4,-8.606,0,0.256,0.86,0.0135,0.127,0.301,79.503,Latin
Kapo,UWAIE,172427,2024,86,0.705,0.783,9,-4.783,0,0.0403,0.138,0,0.0984,0.454,103.001,Latin
"Clarent, Mora",IA,171429,2024,80,0.706,0.631,0,-5.812,0,0.0366,0.656,0,0.227,0.289,111.93,Latin
LATIN MAFIA,Siento que merezco más,166159,2024,73,0.55,0.445,7,-9.548,1,0.0847,0.262,0.00318,0.507,0.512,156.023,Latin
"Tito Double P, Grupo Frontera",AY MAMÁ,163115,2024,85,0.666,0.764,4,-6.297,0,0.116,0.366,0,0.347,0.729,148.853,Latin
"Yami Safdie, Lasso",En Otra Vida,153609,2024,79,0.459,0.162,0,-11.634,1,0.0425,0.929,0,0.137,0.483,184.784,Latin
"Clave Especial, Luis R Conriquez",No Son Doritos,160714,2024,81,0.783,0.834,3,-4.623,0,0.029,0.539,0.000212,0.0903,0.92,139.995,Latin
Beéle,Frente al Mar,165178,2024,79,0.75,0.682,10,-3.825,1,0.0945,0.168,1.28E-06,0.112,0.618,100.036,Latin
"W Sound, Blessd, Ovy On The Drums",Soltera - W Sound 01,142022,2024,82,0.734,0.578,1,-4.147,1,0.295,0.155,0.000242,0.113,0.88,199.997,Latin
"Tito Double P, Peso Pluma",DOS DÍAS,154620,2024,88,0.745,0.513,1,-9.116,1,0.087,0.783,0,0.216,0.929,109.935,Latin
"Calle 24, Chuyin",NO PIERDO LA VIDA,168547,2024,77,0.747,0.824,7,-4.353,0,0.0348,0.184,0,0.282,0.793,124.997,Latin
"Alemán, Gera MX",Como Pacman,148152,2024,68,0.809,0.787,8,-3.826,1,0.125,0.126,0.0011,0.0653,0.9,165.07,Latin
Julión Álvarez y su Norteño Banda,Rey Sin Reina,150523,2024,85,0.529,0.356,3,-6.612,1,0.0569,0.29,0,0.136,0.659,169.653,Latin
"Belinda, Kenia OS",JACKPOT,193521,2024,73,0.763,0.806,2,-4.946,1,0.0532,0.0012,1.32E-05,0.0612,0.594,123.009,Latin
Emilia,noviogangsta <3,157209,2024,77,0.816,0.872,11,-4.27,0,0.0442,0.25,3.70E-06,0.254,0.94,128.924,Latin
"Don Omar, Tego Calderón",Bandoleros,305280,2006,68,0.662,0.896,5,-5.311,0,0.251,0.318,0,0.186,0.79,90.622,Latin
Alemán,Rucón,168560,2018,69,0.864,0.59,1,-8.768,1,0.499,0.0196,0,0.093,0.579,161.989,Latin
"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")",230292,2021,70,0.72,0.63,10,-5.549,1,0.0413,0.615,0,0.108,0.512,81.009,Indian
"Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")",228855,2021,68,0.603,0.573,1,-5.843,1,0.0502,0.478,0,0.0971,0.236,82.941,Indian
"Pritam, Arijit Singh",Shayad,247941,2020,73,0.483,0.468,8,-7.642,1,0.0341,0.784,0,0.152,0.319,135.875,Indian
"Alka Yagnik, Arijit Singh",Agar Tum Saath Ho,341055,2015,70,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,Indian
"Pritam, Arijit Singh",Khairiyat,280282,2019,71,0.534,0.481,0,-9.016,0,0.0412,0.697,0,0.142,0.293,124.914,Indian
Arctic Monkeys,505,253587,2007,84,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78E-05,0.0945,0.248,140.266,Rock
Yeah Yeah Yeahs,Heads Will Roll,221000,2009,68,0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.009,Rock
"Daft Punk, Julian Casablancas",Instant Crush (feat. Julian Casablancas),337560,2013,74,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,Rock
Jet,Are You Gonna Be My Girl,213800,1905,72,0.606,0.957,2,-3.404,1,0.0814,0.00117,0.000295,0.14,0.603,105.105,Rock
MGMT,Time to Pretend,261000,2007,73,0.438,0.94,2,-3.249,1,0.0452,8.74E-05,0.0777,0.3,0.421,100.99,Rock
Portugal. The Man,Feel It Still,163253,2017,81,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,Rock
Dominic Fike,misses,74379,2024,80,0.578,0.509,2,-6.229,1,0.0279,0.13,0.734,0.344,0.586,119.945,Rock
Hozier,Too Sweet,251424,2024,79,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,Rock
juju<3,Wasted Summers,130385,2023,78,0.633,0.643,0,-8.122,1,0.0252,0.106,0.00831,0.78,0.472,103.842,Rock
d4vd,Feel It - From The Original Series “Invincible”,157974,2024,78,0.565,0.593,8,-5.864,1,0.0883,0.0288,0,0.215,0.429,120.509,Rock
The Strokes,The Adults Are Talking,309053,2020,77,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,Rock
Dominic Fike,3 Nights,177667,2018,77,0.815,0.518,7,-6.594,0,0.0897,0.223,0,0.104,0.877,151.891,Rock
The Smiths,This Charming Man - 2011 Remaster,162920,1984,77,0.611,0.846,11,-5.9,1,0.0436,0.00509,0,0.0784,0.751,103.912,Rock
Royel Otis,Oysters In My Pocket,162339,2022,76,0.598,0.924,6,-4.974,0,0.0623,0.0205,0.799,0.17,0.611,168.017,Rock
Arctic Monkeys,Fluorescent Adolescent,183893,2007,76,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,Rock
New Radicals,You Get What You Give,300773,1998,74,0.621,0.901,2,-5.396,1,0.0302,0.17,0,0.0875,0.744,113.967,Rock
Rex Orange County,THE SHADE,181507,2022,74,0.898,0.509,5,-7.973,1,0.062,0.391,0,0.0876,0.727,119.869,Rock
MGMT,Time to Pretend,261000,2007,73,0.438,0.94,2,-3.249,1,0.0452,8.74E-05,0.0777,0.3,0.421,100.99,Rock
Big Thief,Vampire Empire,192128,2023,73,0.636,0.572,9,-7.797,1,0.0913,0.287,0,0.0878,0.66,131.272,Rock
The American Dawn,Her,214087,2024,73,0.66,0.603,3,-7.7,0,0.025,0.00566,0.0144,0.0751,0.527,102.99,Rock
"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",Not Strong Enough,234933,2023,72,0.502,0.798,1,-5.909,1,0.0414,0.00291,1.11E-05,0.0979,0.307,126.976,Rock
Bakar,Hell N Back,213573,2019,71,0.633,0.684,10,-4.314,0,0.591,0.314,8.95E-05,0.112,0.725,209.688,Rock
Crumb,Ghostride,126120,2019,71,0.665,0.351,2,-9.424,1,0.0276,0.516,0.819,0.109,0.451,87.057,Rock
The Strokes,Someday,183440,2001,69,0.539,0.521,9,-7.46,1,0.0299,0.00425,0,0.367,0.679,106.035,Rock
Vansire,Metamodernity,162663,2019,69,0.823,0.544,5,-10.077,1,0.0358,0.389,0.165,0.108,0.826,121.968,Rock
alt-J,Breezeblocks,227080,2012,68,0.615,0.658,5,-7.299,1,0.0343,0.096,0.000911,0.205,0.293,150.093,Rock
Mk.gee,ROCKMAN,177818,2024,68,0.781,0.501,3,-9.767,1,0.0333,0.66,3.78E-06,0.0908,0.961,134.014,Rock
Kenny Rogers,The Gambler,214880,1978,73,0.668,0.501,4,-13.119,1,0.0629,0.342,0,0.194,0.858,87.086,country
George Strait,Amarillo By Morning,173467,1982,70,0.606,0.361,9,-16.031,1,0.0346,0.264,3.39E-05,0.38,0.621,121.059,country
"Waylon Jennings, Willie Nelson",Mammas Don't Let Your Babies Grow up to Be Cowboys,152867,1978,68,0.363,0.361,9,-14.398,1,0.0499,0.623,0.00119,0.154,0.612,187.711,country
"SZA, Travis Scott",Open Arms (feat. Travis Scott),239613,2022,80,0.434,0.586,9,-7.612,1,0.138,0.753,0.0144,0.146,0.239,78.259,R&B
Frank Ocean,Pink + White,184516,2016,87,0.545,0.545,9,-7.362,1,0.107,0.667,5.48E-05,0.417,0.549,159.94,R&B
"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),209831,2017,84,0.524,0.364,7,-10.209,1,0.0367,0.808,0,0.1,0.436,75.24,R&B
"USHER, Alicia Keys",My Boo,223440,2004,79,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,R&B
Miguel,Sure Thing,195373,2010,85,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,R&B
SZA,Snooze,201800,2022,86,0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,R&B
Alicia Keys,If I Ain't Got You,228707,2003,81,0.609,0.444,7,-9.129,1,0.106,0.603,6.86E-06,0.104,0.166,118.402,R&B
Brent Faiyaz,Poison,212992,2016,78,0.689,0.394,2,-10.102,0,0.065,0.711,0.000905,0.0859,0.382,117.489,R&B
Mary J. Blige,Family Affair,265867,2001,78,0.911,0.551,8,-3.75,0,0.045,0.133,4.35E-05,0.0863,0.969,92.887,R&B
Chris Brown,With You,252120,2007,74,0.662,0.693,3,-4.298,1,0.0698,0.134,0,0.145,0.655,86.009,R&B
SZA,Broken Clocks,231253,2017,80,0.692,0.684,6,-7.364,1,0.155,0.131,0,0.156,0.406,112.912,R&B
Miguel,Girl With The Tattoo Enter.lewd,102813,2010,79,0.372,0.239,6,-11.314,0,0.0296,0.856,0.000175,0.168,0.127,113.451,R&B
Brent Faiyaz,Best Time,82509,2023,80,0.81,0.307,9,-7.215,1,0.12,0.16,0.00298,0.0779,0.697,92.995,R&B
"H.E.R., Bryson Tiller",Could've Been (feat. Bryson Tiller),252747,2019,75,0.45,0.352,1,-11.733,0,0.267,0.649,3.80E-06,0.249,0.408,102.679,R&B
Ashanti,Foolish,227387,2002,72,0.665,0.695,0,-5.763,1,0.0532,0.347,0,0.106,0.707,90.119,R&B
Alicia Keys,Fallin',210200,2001,76,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,R&B
SZA,Nobody Gets Me,180853,2022,84,0.358,0.284,7,-8.285,1,0.0285,0.805,0,0.183,0.276,99.796,R&B
Brent Faiyaz,Clouded,110129,2020,78,0.583,0.344,2,-8.765,1,0.0559,0.774,0,0.143,0.581,65.203,R&B
Ne-Yo,So Sick,207187,2006,78,0.452,0.574,6,-8.336,1,0.311,0.245,0,0.189,0.578,92.795,R&B
"Brandy, Monica",The Boy Is Mine,294787,1998,73,0.704,0.707,1,-6.537,0,0.0391,0.539,0.00106,0.318,0.761,93.145,R&B
Chris Brown,Yo (Excuse Me Miss),229040,1905,71,0.536,0.612,4,-5.847,1,0.272,0.119,0,0.209,0.57,86.768,R&B
SZA,Kill Bill,153947,2022,86,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,R&B
Brent Faiyaz,Forever Yours,96369,2023,77,0.646,0.503,2,-7.472,1,0.0312,0.00426,0.000279,0.652,0.789,137.007,R&B
Alicia Keys,No One,254524,2007,76,0.641,0.552,1,-5.423,0,0.0283,0.027,4.63E-06,0.148,0.152,90.098,R&B
USHER,Hey Daddy (Daddy's Home),224093,2010,76,0.59,0.698,11,-4.262,1,0.0286,0.000176,0,0.107,0.352,95.975,R&B
"Jhené Aiko, Swae Lee",Sativa,276960,2017,76,0.741,0.61,6,-7.34,0,0.0511,0.316,0,0.534,0.72,125.99,R&B
"Ja Rule, Ashanti",Always On Time,245093,2001,72,0.838,0.705,5,-6.131,0,0.29,0.195,0,0.336,0.837,96.644,R&B
Brent Faiyaz,ALL MINE,216063,2022,76,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16E-05,0.11,0.22,141.967,R&B
Summer Walker,Heart Of A Woman,171000,2024,74,0.716,0.43,9,-8.28,0,0.112,0.482,0,0.146,0.472,129.93,R&B
USHER,U Remind Me,266893,2001,69,0.657,0.629,6,-4.938,1,0.0782,0.194,0,0.254,0.726,93.985,R&B
"Jhené Aiko, Kendrick Lamar",Stay Ready (What A Life),382760,2013,75,0.347,0.493,8,-11.548,0,0.29,0.455,0.00366,0.127,0.308,82.887,R&B
"SZA, Travis Scott",Love Galore (feat. Travis Scott),275080,2017,77,0.795,0.594,0,-6.2,1,0.0748,0.112,0,0.162,0.409,135.002,R&B
Brent Faiyaz,Been Away,223630,2020,75,0.602,0.5,8,-9.377,1,0.298,0.477,5.69E-05,0.295,0.395,132.798,R&B
"Summer Walker, SZA",No Love (with SZA),231498,2021,72,0.707,0.618,1,-5.825,0,0.19,0.17,0,0.293,0.517,133.876,R&B
USHER,Burn,231933,2004,70,0.796,0.477,1,-7.161,1,0.108,0.314,0,0.12,0.685,119.928,R&B
Ne-Yo,Miss Independent,232000,2008,77,0.673,0.681,1,-5.693,1,0.118,0.52,0,0.235,0.707,171.864,R&B
Mario,Let Me Love You,249120,2004,75,0.686,0.588,7,-8.343,0,0.0554,0.178,0,0.0954,0.617,94.519,R&B
"Brent Faiyaz, FELIX!, Tommy Richman",Upset (feat. Tommy Richman & FELIX!),177900,2023,75,0.856,0.5,11,-9.393,1,0.18,0.487,0,0.104,0.886,135.03,R&B
"Kehlani, Ty Dolla $ign",Nights Like This (feat. Ty Dolla $ign),201788,2019,73,0.61,0.725,8,-5.131,1,0.15,0.367,0,0.154,0.291,146.163,R&B
USHER,U Got It Bad,247840,2001,69,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53E-06,0.0733,0.649,124.037,R&B
"Lloyd, Lil Wayne",You,273133,2007,73,0.412,0.876,5,-6.008,0,0.472,0.102,0,0.297,0.706,130.21,R&B
Ne-Yo,Because Of You,266840,2007,74,0.81,0.538,0,-5.783,0,0.0357,0.53,0,0.0951,0.832,109.97,R&B
Brent Faiyaz,Trust,158421,2018,75,0.764,0.394,8,-8.559,1,0.152,0.231,9.37E-05,0.117,0.465,92.009,R&B
"Nelly, Kelly Rowland",Dilemma,289160,2002,77,0.727,0.552,2,-8.074,0,0.14,0.226,0.00016,0.198,0.607,168.19,R&B
"USHER, Jeezy",Love in This Club (feat. Young Jeezy),259720,2008,74,0.573,0.712,0,-5.976,1,0.0732,0.0572,0,0.167,0.346,140.012,R&B
Miguel,Adorn,193147,1905,68,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07E-05,0.187,0.235,179.063,R&B
SZA,The Weekend,272187,2017,73,0.4,0.366,8,-9.405,0,0.0597,0.242,0,0.126,0.161,73.313,R&B
Brent Faiyaz,Rehab (Winter In Paris),180304,2020,71,0.549,0.242,5,-11.692,1,0.038,0.809,8.10E-05,0.127,0.286,144.211,R&B
"Paperboy Fabe, Brent Faiyaz",Language,150361,2017,77,0.62,0.721,4,-5.538,0,0.0887,0.0422,0.0075,0.563,0.77,169.904,R&B
USHER,Confessions Part II,211200,2004,68,0.845,0.467,1,-7.674,1,0.138,0.0586,0,0.0694,0.702,138.007,R&B
"The Chainsmokers, Coldplay",Something Just Like This,247160,2017,86,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,Electronic
"Pitbull, AFROJACK, Ne-Yo, Nayer",Give Me Everything (feat. Nayer),252307,2011,84,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,Electronic
"DJ Snake, Justin Bieber",Let Me Love You,205947,2016,83,0.475,0.715,8,-5.371,1,0.058,0.0863,2.67E-05,0.135,0.159,199.892,Electronic
"Calvin Harris, Ellie Goulding",Outside (feat. Ellie Goulding),227267,2014,82,0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,Electronic
Avicii,The Nights,176658,2014,82,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,Electronic
Regard,Ride It,157606,2019,80,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43E-05,0.106,0.884,117.948,Electronic
"OMI, Felix Jaehn",Cheerleader (Felix Jaehn Remix) - Radio Edit,180566,2015,80,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18E-05,0.16,0.603,118.02,Electronic
"The Chainsmokers, Halsey",Closer,244960,2016,84,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,Electronic
Alan Walker,Faded,212107,2018,80,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97E-06,0.11,0.159,179.642,Electronic
Calvin Harris,Summer,222533,2014,81,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,Electronic
"Dynoro, Gigi D'Agostino",In My Mind,184560,2018,80,0.694,0.77,6,-5.335,1,0.149,0.176,1.10E-05,0.118,0.163,125.905,Electronic
"Pitbull, Kesha",Timber,204160,1905,82,0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,Electronic
"David Guetta, Sia",Titanium (feat. Sia),245040,2012,80,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,Electronic
"Mike Posner, Seeb",I Took A Pill In Ibiza - Seeb Remix,197933,2016,79,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42E-06,0.0843,0.71,101.969,Electronic
"Robin Schulz, Francesco Yates",Sugar (feat. Francesco Yates),219043,2015,78,0.636,0.815,5,-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,Electronic
Avicii,Waiting For Love,230613,2015,78,0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999,Electronic
"Jennifer Lopez, Pitbull",On The Floor,284867,2011,78,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000486,0.0691,0.575,130.003,Electronic
"The Chainsmokers, Daya",Don't Let Me Down,208373,2016,80,0.533,0.869,11,-5.093,1,0.173,0.156,0.00538,0.136,0.425,159.805,Electronic
"Calvin Harris, John Newman",Blame (feat. John Newman),212960,2014,79,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,Electronic
"Flo Rida, Sia",Wild Ones (feat. Sia),232947,2012,77,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,Electronic
"Daft Punk, Pharrell Williams, Nile Rodgers",Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],248413,2013,77,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,Electronic
